group_id,group_name,member_id
11242842,GASP (Gaming Association of Southwestern PA),27432622
11625832,PyNash,27432622
12338002,Western PA Gaming,27432622
14194422,The Natural Sports Organization - Nashville,27432622
16377642,Amazing Pittsburgh!,27432622
18297014,Nashville Christian Singles,27432622
18492476,Pittsburgh Life Hackers Meetup,27432622
18506072,20s in Nashville,27432622
18801661,Shut Up & Write! Pittsburgh,27432622
19907198,Phenomenal Women of Pittsburgh,27432622
20006490,Pittsburgh Active Singles,27432622
21620412,"MEEPLE (MEEt, Play, LEarn)",27432622
21825071,South Hills Area 20's & 30's ?,27432622
21977402,Pittsburgh ASL Meetup,27432622
23176008,Pittsburgh Bowling Meetup,27432622
23897078,Southside Geeks/Nerds Unite!,27432622
23944192,Pittsburgh Gaming @ LFG,27432622
24032387,Pittsburgh Unplugged Gaming,27432622
24959666,Southside movie group!,27432622
535553,Nash.rb,195750926
1360698,Nashville PHP User Group,195750926
1671273,Skeleton Cru,195750926
1776274,"Nashville SEO & Internet Marketing, Over 1,600 Members!",195750926
1787157,"GrowNashville: Startup Entrepreneurs, Hackers, & Web Experts",195750926
4126912,Nashville Online Entrepreneurs,195750926
7130232,Nashville Software Beginners,195750926
7887332,Nashville IT Security Meetup,195750926
8908602,Nashville Network After Work - Business Networking Events,195750926
10016242,NashJS,195750926
10178242,Nashville Mobile Developers,195750926
11625832,PyNash,195750926
14546632,Nashville Machine Learning Meetup,195750926
16477792,Nashville .NET User Group,195750926
16487812,Code for Nashville,195750926
18361585,Make Nashville Meetup,195750926
18494105,The Iron Yard - Nashville,195750926
339011,Nashville Hiking Meetup,230688809
929402,Paddle Adventures Unlimited,230688809
1102353,Nashville Backpacker Meetup,230688809
4126912,Nashville Online Entrepreneurs,230688809
8908602,Nashville Network After Work - Business Networking Events,230688809
11625832,PyNash,230688809
16487812,Code for Nashville,230688809
18562307,Nashville Young Professionals Meetup,230688809
18616278,Franklin Developer Lunch & Learn,230688809
18801828,"SCORE Nashville Events, Networking and Workshops",230688809
19194894,Nashville Christian Technologists and Entrepreneurs,230688809
19266390,Nashville Networking Business Luncheon,230688809
19822479,Nashville Entrepreneurs Network,230688809
20226672,BIG FUN GAME nite,230688809
20757821,Never Bored in Nashville,230688809
20807142,Music City Young Professionals,230688809
21305618,Spring Station Business Meetup,230688809
21686664,Gallatin Makerspace,230688809
21991794,Saturday Morning Business & Networking Meetup,230688809
22197221,Team Green Adventures,230688809
22817838,freeCodeCamp Nashville,230688809
22895588,Nashville Unshakeable Entrepreneur Meetup,230688809
22993273,Networking Today Int'l -Middle Tennessee,230688809
10178242,Nashville Mobile Developers,206198140
11625832,PyNash,206198140
19997487,Developer Launchpad Nashville,206198140
20947040,Nashville Blockchain Meetup,206198140
23594916,Ethereum Nashville,206198140
1240194,Nashville Rock Climbing MeetUP,185930712
1671273,Skeleton Cru,185930712
3173762,Nashville Java Users' Group,185930712
7130232,Nashville Software Beginners,185930712
10016242,NashJS,185930712
11625832,PyNash,185930712
16447162,Nash |> Elixir,185930712
16487812,Code for Nashville,185930712
16877932,Nashville Lisp Sync,185930712
17467312,NashMicro - The Nashville Microcontroller Makers Group,185930712
18361585,Make Nashville Meetup,185930712
63821,Alliance Française d'Indianapolis,3567354
400224,indy.rb - The Indianapolis Ruby Brigade,3567354
489341,IndyPy,3567354
577068,The Indianapolis PHP Meetup Group,3567354
627953,IndyAdobe,3567354
911304,International Culture Alliance,3567354
965162,Indy Beer,3567354
1366859,Indy Software Artisans,3567354
1506440,The Central Ohio Python Users Group,3567354
1571200,Powderkeg,3567354
1606258,Memphis Technology User Groups,3567354
1758133,Cleveland Area Python Interest Group,3567354
1783223,Indy.js : Indy JavaScript Society,3567354
1913351,The Hoosier Outdoor Adventures Group,3567354
2307701,Indy Big Data,3567354
2647642,CincyPy Meetup,3567354
4922062,Node.indy : Indianapolis Node.js Meetup,3567354
5877992,Dev Workshop Indy,3567354
6215732,Michigan Python Development Group,3567354
6564602,Fishers Code and Coffee,3567354
6837262,Indianapolis OWASP Chapter,3567354
7170782,Data Science Indy,3567354
9389622,Py-CU,3567354
10078032,Chattanooga Python User Group,3567354
11348402,IndyDevOps,3567354
11625832,PyNash,3567354
14065252,Girl Develop It Indianapolis,3567354
15045202,DerbyPy - Louisville Python Meetup,3567354
17208302,AngularJS Indy,3567354
17338862,Ember.js Indianapolis,3567354
18284921,ChiPy: Chicago's Official Python User Group,3567354
18439457,Meteor Indy,3567354
18499702,Docker Indianapolis,3567354
18509759,SaltStack Chicago,3567354
18553124,Ansible Indianapolis,3567354
18571350,Indy IoT Meetup,3567354
18592969,Open Indy Brigade,3567354
18641226,The Iron Yard - Indianapolis,3567354
18685452,Bootstrapped Fishers,3567354
19093838,High Fives Happy Hour,3567354
19150961,VimIndy,3567354
19433663,PyData Indy,3567354
19797910,CINLUG | Central Indiana Linux Users Group,3567354
19928495,BodyFlex Gymnastique Respiratoire et Amincissante,3567354
20747146,Indy Open Tech Study Hall,3567354
21666321,IndyAWS,3567354
23092887,Nerd Happy Hour,3567354
23193570,Cloud Native Indy,3567354
23340919,JavaScript Roundabout,3567354
1963321,STLJS,216304685
3842532,Interactive Developers of St. Louis,216304685
11625832,PyNash,216304685
12204832,Saint Louis Node.js Meetup,216304685
19008196,St. Louis Agile LINC,216304685
19094544,Year of Swift,216304685
20123317,Saint Louis ReactJS Meetup,216304685
21089517,Saint Louis Deep Learning Meetup,216304685
535553,Nash.rb,203244569
711599,The Nashville Web Design Meetup Group,203244569
1029550,The Nashville/Brentwood Cigar Aficionado's Meetup,203244569
1358081,Nashville Online Business Strategy Meetup,203244569
1360698,Nashville PHP User Group,203244569
1671273,Skeleton Cru,203244569
1728035,WordPress Nashville,203244569
4126912,Nashville Online Entrepreneurs,203244569
4268372,Nashville Search Engine Marketing Meetup,203244569
5618532,Nashville Salesforce Admins & Developers Group,203244569
7130232,Nashville Software Beginners,203244569
7836842,Nashville UX,203244569
8771812,The Nashville Microsoft Azure Users Group,203244569
9540322,Young Urban Professionals of Nashville,203244569
10016242,NashJS,203244569
10178242,Nashville Mobile Developers,203244569
10882202,Nashville MongoDB User Group,203244569
11380142,'Boro 20s & 30s,203244569
11625832,PyNash,203244569
11862932,Nashville Linux Users Group,203244569
16067522,Urban League Young Professionals of Middle Tennessee,203244569
16447162,Nash |> Elixir,203244569
16477792,Nashville .NET User Group,203244569
16487812,Code for Nashville,203244569
18483128,Young African Professionals of Nashville,203244569
18494105,The Iron Yard - Nashville,203244569
18506072,20s in Nashville,203244569
18562307,Nashville Young Professionals Meetup,203244569
18626981,Nashville Meditation and Hypnosis,203244569
18779992,Nashville API Developers,203244569
18855476,Savvy Coders - Nashville,203244569
19266390,Nashville Networking Business Luncheon,203244569
19459402,East Nashville Social (For Millenials),203244569
19822479,Nashville Entrepreneurs Network,203244569
19828207,Nashville Purely Social and Super-Awesome Social Group,203244569
19959627,On Sundays We Brunch: Young Black Professionals,203244569
19997487,Developer Launchpad Nashville,203244569
21837219,All Things Angular,203244569
22817838,freeCodeCamp Nashville,203244569
405938,MTRAS ~ MidTn Robotic Arts Society,1996452
11625832,PyNash,1996452
17467312,NashMicro - The Nashville Microcontroller Makers Group,1996452
18361585,Make Nashville Meetup,1996452
1135053,"Art, Theater , Film & Music Meetup",198774029
1378458,CLEO - Cincinnati Let's Eat Out Dining Group,198774029
1460552,TechLife Cincinnati,198774029
3754602,Girl Develop It Cincinnati,198774029
9376702,Nashville Women Programmers,198774029
10567372,Cincinnati New in Town 20s/30s,198774029
11625832,PyNash,198774029
18562307,Nashville Young Professionals Meetup,198774029
19108166,Dayton's Single and Ready to Mingle 20's/30's,198774029
20096070,"I Want To Do That, Just Not Alone...",198774029
21174496,20's & 30's Women looking for girlfriends,198774029
526316,¡Diablos Que Bailan! (Salsa Nashville),10219152
1102353,Nashville Backpacker Meetup,10219152
10016162,Nashville PowerShell User Group (NashPUG),10219152
11625832,PyNash,10219152
18495240,Middle Tennessee Hiking Meetup,10219152
18562307,Nashville Young Professionals Meetup,10219152
19904711,NashSec,10219152
20840377,White Hat Academy,10219152
211512,Nashville Atheists,185214546
377617,The Music City Beer Society,185214546
711599,The Nashville Web Design Meetup Group,185214546
1029550,The Nashville/Brentwood Cigar Aficionado's Meetup,185214546
1526075,Nashville Area Gamer Association - NAGA,185214546
1660079,Music City Geeks,185214546
3870752,Nashville Foam Fighting - Dur Demarion - Belegarth,185214546
6335372,Nashville soccer,185214546
7130232,Nashville Software Beginners,185214546
11625832,PyNash,185214546
14546632,Nashville Machine Learning Meetup,185214546
16477792,Nashville .NET User Group,185214546
16487812,Code for Nashville,185214546
16607822,Nashville Virtual Reality Meetup,185214546
18286946,Dine and Unwind in East Nashville,185214546
18471729,"Build and Develop Your Online Presence Nashville, TN",185214546
18579141,Dog Friendly Things to Do Nashville and Beyond,185214546
18974119,Nashville Science & Religion Meetup,185214546
526316,¡Diablos Que Bailan! (Salsa Nashville),206507631
711599,The Nashville Web Design Meetup Group,206507631
1498076,Christian Business Leaders Roundtable | CEO Fellowship,206507631
11625832,PyNash,206507631
16487812,Code for Nashville,206507631
18471729,"Build and Develop Your Online Presence Nashville, TN",206507631
18562307,Nashville Young Professionals Meetup,206507631
18567736,MHO Nashville Active Adventures,206507631
19108156,Nashville Startup Founder 101,206507631
19556549,Inner Engineering Nashville (Isha Yoga & Meditation Classes),206507631
20025834,Nashville Social Media Enthusiasts,206507631
20216630,Konexus - Young Professionals of Nashville,206507631
6707902,Data Science Nashville,176787362
7138452,"Nashville Conda, R, Julia Users Group",176787362
11625832,PyNash,176787362
14546632,Nashville Machine Learning Meetup,176787362
17894222,Nashville Hadoop Users Group,176787362
6707902,Data Science Nashville,205937561
10882202,Nashville MongoDB User Group,205937561
11625832,PyNash,205937561
14546632,Nashville Machine Learning Meetup,205937561
17894222,Nashville Hadoop Users Group,205937561
18494105,The Iron Yard - Nashville,205937561
18665384,Nashville Big Data and Analytics Meetup,205937561
19218850,Greater Nashville Healthcare Analytics,205937561
20947040,Nashville Blockchain Meetup,205937561
21148651,Nash SQL,205937561
23594916,Ethereum Nashville,205937561
24906881,Brentwood Artificial Intelligence Meetup,205937561
11625832,PyNash,233236221
18361585,Make Nashville Meetup,233236221
6707902,Data Science Nashville,94967522
9376702,Nashville Women Programmers,94967522
11625832,PyNash,94967522
17770582,The Data Warehouse Institute (TDWI) Nashville Meetup,94967522
11625832,PyNash,137118442
11625832,PyNash,110532532
6335372,Nashville soccer,190353760
6707902,Data Science Nashville,190353760
7138452,"Nashville Conda, R, Julia Users Group",190353760
11625832,PyNash,190353760
17213452,Nashville Travel Hackers,190353760
17894222,Nashville Hadoop Users Group,190353760
47094,The Greater Nashville RPG and Board Gamers Group,1775843
211512,Nashville Atheists,1775843
217795,Single in the City Live,1775843
1433893,NashvilleTech,1775843
1451826,Nashville Science Fiction Book Club,1775843
1526075,Nashville Area Gamer Association - NAGA,1775843
1660079,Music City Geeks,1775843
1788274,"Horror, Suspense, Sci-Fi & Fantasy Friends",1775843
1877261,Young Nashville Ice Breakers,1775843
2150491,Music City Singles,1775843
10016242,NashJS,1775843
11077852,Sunday Assembly Nashville,1775843
11625832,PyNash,1775843
11862932,Nashville Linux Users Group,1775843
13993792,Nashville Grown-up Geeks,1775843
14649032,Nashville Game Developers,1775843
16487812,Code for Nashville,1775843
17404882,Nashville Singles 30s and 40s Meetup,1775843
18361585,Make Nashville Meetup,1775843
18528118,Jupiter Broadcasting Meetup,1775843
18549438,NashDash Dating!,1775843
18640924,The Geek Set - Nashville,1775843
18779992,Nashville API Developers,1775843
18855476,Savvy Coders - Nashville,1775843
18914937,Nashville SaltStack Meetup,1775843
19262745,Tennessee Americans United for Separation of Church & State,1775843
19713173,Transplant Nashville,1775843
19904711,NashSec,1775843
20065975,TwitchNashville,1775843
20135762,Nashville Kubernetes Meetup,1775843
20135961,20s/30s Nashville Online Dating Rebellion!,1775843
20166757,Science Club Nashville,1775843
21134448,Nashville Gophers,1775843
23055918,eSports Gaming Events,1775843
26118491,"Beer, Linux and Computing",1775843
1240194,Nashville Rock Climbing MeetUP,69108412
11625832,PyNash,69108412
7130232,Nashville Software Beginners,217562544
10016242,NashJS,217562544
10882202,Nashville MongoDB User Group,217562544
11625832,PyNash,217562544
14546632,Nashville Machine Learning Meetup,217562544
16487812,Code for Nashville,217562544
18665384,Nashville Big Data and Analytics Meetup,217562544
19997487,Developer Launchpad Nashville,217562544
21837219,All Things Angular,217562544
23353167,Nashville Docker Meetup,217562544
23398017,Nashville Artificial Intelligence Society,217562544
6335372,Nashville soccer,216892372
7130232,Nashville Software Beginners,216892372
10178242,Nashville Mobile Developers,216892372
11625832,PyNash,216892372
16487812,Code for Nashville,216892372
18361585,Make Nashville Meetup,216892372
18494105,The Iron Yard - Nashville,216892372
18855476,Savvy Coders - Nashville,216892372
19997487,Developer Launchpad Nashville,216892372
22643488,Nashville Psychedelic Society,216892372
1433893,NashvilleTech,191848330
10016242,NashJS,191848330
10178242,Nashville Mobile Developers,191848330
11625832,PyNash,191848330
16477792,Nashville .NET User Group,191848330
18494105,The Iron Yard - Nashville,191848330
339011,Nashville Hiking Meetup,197965134
968626,The Nashville New & Not-So-New In Town  Meetup,197965134
1473660,Nashville Kayak Lessons,197965134
1526075,Nashville Area Gamer Association - NAGA,197965134
3173762,Nashville Java Users' Group,197965134
8771812,The Nashville Microsoft Azure Users Group,197965134
11131552,Hiking Club of Nashville and Suburbs,197965134
11625832,PyNash,197965134
11862932,Nashville Linux Users Group,197965134
16487812,Code for Nashville,197965134
17770582,The Data Warehouse Institute (TDWI) Nashville Meetup,197965134
17872862,Nashville Amazon Web Services User Group,197965134
18616278,Franklin Developer Lunch & Learn,197965134
18779992,Nashville API Developers,197965134
1169709,Nashville Filmmakers,238263852
7130232,Nashville Software Beginners,238263852
10016242,NashJS,238263852
10178242,Nashville Mobile Developers,238263852
11625832,PyNash,238263852
16487812,Code for Nashville,238263852
20440175,NASHVILLE WRITERS HOUSE,238263852
21821118,Nashville Creative Space Explorers Club,238263852
22817838,freeCodeCamp Nashville,238263852
23573879,Middle Tennessee Photography Buddies,238263852
24163549,Nashville Screenwriters Meetup,238263852
25651905,Nashville Cinema Workshop,238263852
168014,The Nashville Writers Meetup,233601566
3173762,Nashville Java Users' Group,233601566
11625832,PyNash,233601566
14911362,Code for Atlanta,233601566
16477792,Nashville .NET User Group,233601566
18589616,Agile Nashville User Group,233601566
19277993,Nashville DevOps Meetup,233601566
19997487,Developer Launchpad Nashville,233601566
21837219,All Things Angular,233601566
6707902,Data Science Nashville,57907252
11625832,PyNash,57907252
14546632,Nashville Machine Learning Meetup,57907252
15297782,Nashville Product Meetup,57907252
18850080,NashReact,57907252
23353167,Nashville Docker Meetup,57907252
23364840,Nashville Apache Kafka™ Meetup by Confluent,57907252
6707902,Data Science Nashville,12825115
7138452,"Nashville Conda, R, Julia Users Group",12825115
10016162,Nashville PowerShell User Group (NashPUG),12825115
10016242,NashJS,12825115
11625832,PyNash,12825115
13560402,Nashville Modern Excel & Power BI User Group,12825115
14546632,Nashville Machine Learning Meetup,12825115
17770582,The Data Warehouse Institute (TDWI) Nashville Meetup,12825115
17894222,Nashville Hadoop Users Group,12825115
18314164,NashBI,12825115
19218850,Greater Nashville Healthcare Analytics,12825115
7130232,Nashville Software Beginners,171146012
11625832,PyNash,171146012
11862932,Nashville Linux Users Group,171146012
17872862,Nashville Amazon Web Services User Group,171146012
18506072,20s in Nashville,171146012
18549438,NashDash Dating!,171146012
19687074,Nashville Spirituality Meetup,171146012
20135961,20s/30s Nashville Online Dating Rebellion!,171146012
6707902,Data Science Nashville,214422389
11625832,PyNash,214422389
11625832,PyNash,226450956
1719604,Charlotte Python Meetup,211626236
2471972,Charlotte Front-End Developers,211626236
6707902,Data Science Nashville,211626236
10016242,NashJS,211626236
11481342,Charlotte R Users Group,211626236
11625832,PyNash,211626236
14546632,Nashville Machine Learning Meetup,211626236
16607822,Nashville Virtual Reality Meetup,211626236
18405534,"Data Science, Machine Learning and Artificial Intelligence",211626236
18958742,"Machine Learning Group (Davidson, Lake Norman, Charlotte)",211626236
19997487,Developer Launchpad Nashville,211626236
20158650,Charlotte Bots and AI Meetup,211626236
22915123,Charlotte Junior Devs,211626236
711599,The Nashville Web Design Meetup Group,189049801
1358081,Nashville Online Business Strategy Meetup,189049801
1360698,Nashville PHP User Group,189049801
1578685,Transition Nashville,189049801
1728035,WordPress Nashville,189049801
4063542,Networking for Charity,189049801
7130232,Nashville Software Beginners,189049801
7151442,Nashville Mobile .NET Developers,189049801
7836842,Nashville UX,189049801
8908602,Nashville Network After Work - Business Networking Events,189049801
9376702,Nashville Women Programmers,189049801
10016242,NashJS,189049801
11625832,PyNash,189049801
16067522,Urban League Young Professionals of Middle Tennessee,189049801
16477792,Nashville .NET User Group,189049801
16487812,Code for Nashville,189049801
16877932,Nashville Lisp Sync,189049801
17872862,Nashville Amazon Web Services User Group,189049801
18286946,Dine and Unwind in East Nashville,189049801
18314164,NashBI,189049801
18483128,Young African Professionals of Nashville,189049801
18494105,The Iron Yard - Nashville,189049801
18562307,Nashville Young Professionals Meetup,189049801
18626981,Nashville Meditation and Hypnosis,189049801
217795,Single in the City Live,5216038
339011,Nashville Hiking Meetup,5216038
1349592,Board Game Lovers Meetup,5216038
1526075,Nashville Area Gamer Association - NAGA,5216038
1788274,"Horror, Suspense, Sci-Fi & Fantasy Friends",5216038
1808866,"Art, Culture, Film and Literature Friends",5216038
1877261,Young Nashville Ice Breakers,5216038
2150491,Music City Singles,5216038
3260132,Nashville Social Singles,5216038
6859622,Project Happiness: Nashville Shyness & Social Anxiety Group,5216038
9452822,615 LOL (Live Out Loud),5216038
11625832,PyNash,5216038
13993792,Nashville Grown-up Geeks,5216038
15009712,NashFSharp,5216038
16477792,Nashville .NET User Group,5216038
18549438,NashDash Dating!,5216038
19556549,Inner Engineering Nashville (Isha Yoga & Meditation Classes),5216038
20135961,20s/30s Nashville Online Dating Rebellion!,5216038
21686664,Gallatin Makerspace,5216038
22485402,Hendersonville-Goodlettsville Area Walking/Outdoor Activity,5216038
23181015,Nashville Interfaith Meetup,5216038
23311650,Subconscious Programming and the Wiring of Your Brain,5216038
24440003,Outgoing Introverts of Nashville (20s/30s),5216038
71275,The St. Louis Design Meetup Group,12541555
54655,The St. Louis Entrepreneur Meetup Group,12541555
323739,North Alabama Web Developers,12541555
535553,Nash.rb,12541555
1095144,The New St. Louis PHP Meetup,12541555
1334499,Nashville 20/30 ish somethings,12541555
1566558,St. Louis Java User's Group,12541555
1662255,St. Louis Game Developers,12541555
1671273,Skeleton Cru,12541555
1706946,St. Louis Hadoop Users Group,12541555
1769915,Code Until Dawn STL,12541555
1809674,GeoDev Meetup Group - Midwest,12541555
1963321,STLJS,12541555
2413182,StartLouis,12541555
4325882,St. Louis Machine Learning & Data Science,12541555
6707902,Data Science Nashville,12541555
10016242,NashJS,12541555
10178242,Nashville Mobile Developers,12541555
11625832,PyNash,12541555
11862932,Nashville Linux Users Group,12541555
14546632,Nashville Machine Learning Meetup,12541555
15297782,Nashville Product Meetup,12541555
16477792,Nashville .NET User Group,12541555
18850080,NashReact,12541555
19277993,Nashville DevOps Meetup,12541555
21875741,Nashville Amazon Alexa Developers Meetup,12541555
1606258,Memphis Technology User Groups,228490927
6707902,Data Science Nashville,228490927
11625832,PyNash,228490927
18483431,Single Mingle,228490927
18563846,Network After Work - Memphis Networking Events,228490927
19165612,Smart Success Business Network of Memphis,228490927
19635327,Memphis R Users Group,228490927
21199107,901 Real Estate Investors Meetup,228490927
22802597,Memphis Job Search Support Group,228490927
6707902,Data Science Nashville,182244702
10078032,Chattanooga Python User Group,182244702
11185172,Chadev aka Chattanooga Developer Lunch,182244702
11625832,PyNash,182244702
16513872,Carbon Five Chattanooga Hack Nights,182244702
18359146,Data Science Chattanooga,182244702
18921340,GigCity VR/AR Users Group,182244702
19035579,Nashville League of Legends Meetup,182244702
19344418,Agile Chattanooga,182244702
20228895,Anything Goes Singles Social Meetup,182244702
20233745,Powershell Chattanooga,182244702
6707902,Data Science Nashville,222957474
7138452,"Nashville Conda, R, Julia Users Group",222957474
10016242,NashJS,222957474
11625832,PyNash,222957474
14546632,Nashville Machine Learning Meetup,222957474
18616278,Franklin Developer Lunch & Learn,222957474
19194894,Nashville Christian Technologists and Entrepreneurs,222957474
19218850,Greater Nashville Healthcare Analytics,222957474
23398017,Nashville Artificial Intelligence Society,222957474
24906881,Brentwood Artificial Intelligence Meetup,222957474
26069557,Tableau and BI for Nashville,222957474
11625832,PyNash,232010564
18589616,Agile Nashville User Group,232010564
22806590,'BoroDev Breakfast,232010564
23249388,'BoroDev,232010564
6707902,Data Science Nashville,135965262
10016242,NashJS,135965262
10663722,Elastic Nashville User Group,135965262
10882202,Nashville MongoDB User Group,135965262
11625832,PyNash,135965262
16877932,Nashville Lisp Sync,135965262
18779992,Nashville API Developers,135965262
18850080,NashReact,135965262
711599,The Nashville Web Design Meetup Group,202907404
3173762,Nashville Java Users' Group,202907404
7836842,Nashville UX,202907404
10016242,NashJS,202907404
11625832,PyNash,202907404
11862932,Nashville Linux Users Group,202907404
14649032,Nashville Game Developers,202907404
16477792,Nashville .NET User Group,202907404
16487812,Code for Nashville,202907404
18779992,Nashville API Developers,202907404
19108156,Nashville Startup Founder 101,202907404
19256403,Nashville Startup: Idea to IPO,202907404
11625832,PyNash,227816832
18795154,Big East Fork Folk / Jazz Music Meetup,227816832
19115644,Sex Positive Nashville,227816832
22468329,Man Cave 615,227816832
535553,Nash.rb,186214562
1358081,Nashville Online Business Strategy Meetup,186214562
1492619,Women's  Business Network,186214562
1671273,Skeleton Cru,186214562
1728035,WordPress Nashville,186214562
4126912,Nashville Online Entrepreneurs,186214562
4705492,"WOMEN ""Word of Mouth Entrepreneurial Networkers""",186214562
7130232,Nashville Software Beginners,186214562
7836842,Nashville UX,186214562
9376702,Nashville Women Programmers,186214562
10016242,NashJS,186214562
11625832,PyNash,186214562
11626822,Nashville Digital Marketing Meetup,186214562
16487812,Code for Nashville,186214562
18801828,"SCORE Nashville Events, Networking and Workshops",186214562
339011,Nashville Hiking Meetup,113032392
1457232,Volunteer Nashville,113032392
1486212,Nashville Slow Ride,113032392
1585196,Tennessee Hiking Group,113032392
6641192,Nashville Shambhala Meditation Group,113032392
7130232,Nashville Software Beginners,113032392
8451172,eCommerce Forum Israel,113032392
9702432,Ignite talks TLV,113032392
11625832,PyNash,113032392
16487812,Code for Nashville,113032392
17404882,Nashville Singles 30s and 40s Meetup,113032392
18494105,The Iron Yard - Nashville,113032392
18955830,Eat Love Nash,113032392
18974119,Nashville Science & Religion Meetup,113032392
19108156,Nashville Startup Founder 101,113032392
19828398,Nashville English Language Learning Meetup,113032392
20135961,20s/30s Nashville Online Dating Rebellion!,113032392
6707902,Data Science Nashville,191426144
7130232,Nashville Software Beginners,191426144
10016242,NashJS,191426144
10178242,Nashville Mobile Developers,191426144
11625832,PyNash,191426144
16062152,Design Thinking Nashville,191426144
16487812,Code for Nashville,191426144
18767675,Nashville Music-Technology Group,191426144
18850080,NashReact,191426144
19194894,Nashville Christian Technologists and Entrepreneurs,191426144
19654655,Nashville Music Programmers,191426144
20947040,Nashville Blockchain Meetup,191426144
47094,The Greater Nashville RPG and Board Gamers Group,10315636
358337,"Nashville Social Crew! Dine, Hike, Photography, & More!",10315636
526316,¡Diablos Que Bailan! (Salsa Nashville),10315636
1526075,Nashville Area Gamer Association - NAGA,10315636
2150491,Music City Singles,10315636
3870752,Nashville Foam Fighting - Dur Demarion - Belegarth,10315636
11625832,PyNash,10315636
16607822,Nashville Virtual Reality Meetup,10315636
18361585,Make Nashville Meetup,10315636
18562307,Nashville Young Professionals Meetup,10315636
18882523,Nashville Electronic Music & Synthesizer Meetup,10315636
19218850,Greater Nashville Healthcare Analytics,10315636
19687074,Nashville Spirituality Meetup,10315636
535553,Nash.rb,199006708
5618532,Nashville Salesforce Admins & Developers Group,199006708
7130232,Nashville Software Beginners,199006708
7151442,Nashville Mobile .NET Developers,199006708
7836842,Nashville UX,199006708
10016242,NashJS,199006708
10178242,Nashville Mobile Developers,199006708
11625832,PyNash,199006708
15009712,NashFSharp,199006708
16447162,Nash |> Elixir,199006708
16477792,Nashville .NET User Group,199006708
16487812,Code for Nashville,199006708
17467312,NashMicro - The Nashville Microcontroller Makers Group,199006708
18314669,Beer and Bible Nashville,199006708
18361585,Make Nashville Meetup,199006708
18779992,Nashville API Developers,199006708
18850080,NashReact,199006708
19194894,Nashville Christian Technologists and Entrepreneurs,199006708
711599,The Nashville Web Design Meetup Group,191812682
1451826,Nashville Science Fiction Book Club,191812682
11625832,PyNash,191812682
18855476,Savvy Coders - Nashville,191812682
10016162,Nashville PowerShell User Group (NashPUG),194144818
11625832,PyNash,194144818
11862932,Nashville Linux Users Group,194144818
6707902,Data Science Nashville,162747192
7138452,"Nashville Conda, R, Julia Users Group",162747192
11625832,PyNash,162747192
14546632,Nashville Machine Learning Meetup,162747192
323739,North Alabama Web Developers,72584402
530814,#NAME?,72584402
711599,The Nashville Web Design Meetup Group,72584402
1417288,"The Nashville Singer, Musician and Songwriter Meetup Group",72584402
1433893,NashvilleTech,72584402
1787157,"GrowNashville: Startup Entrepreneurs, Hackers, & Web Experts",72584402
3315072,Huntsville Big Data and Data Science Meetup,72584402
10016242,NashJS,72584402
10178242,Nashville Mobile Developers,72584402
10882202,Nashville MongoDB User Group,72584402
11625832,PyNash,72584402
18494718,Huntsville New Tech Biz Ideas Group,72584402
18557541,Code the South,72584402
18569899,MHO Huntsville Active Adventures,72584402
11625832,PyNash,207053119
16487812,Code for Nashville,207053119
18850080,NashReact,207053119
21134448,Nashville Gophers,207053119
1360698,Nashville PHP User Group,30486582
1433893,NashvilleTech,30486582
1505523,Strictly Belcourt,30486582
1671273,Skeleton Cru,30486582
1776274,"Nashville SEO & Internet Marketing, Over 1,600 Members!",30486582
6707902,Data Science Nashville,30486582
8771812,The Nashville Microsoft Azure Users Group,30486582
10016242,NashJS,30486582
10178242,Nashville Mobile Developers,30486582
11625832,PyNash,30486582
15009712,NashFSharp,30486582
16477792,Nashville .NET User Group,30486582
17894222,Nashville Hadoop Users Group,30486582
18494105,The Iron Yard - Nashville,30486582
358337,"Nashville Social Crew! Dine, Hike, Photography, & More!",204609819
710272,Spiritual Psychology and Consciousness Group,204609819
968626,The Nashville New & Not-So-New In Town  Meetup,204609819
1334499,Nashville 20/30 ish somethings,204609819
1505523,Strictly Belcourt,204609819
1877261,Young Nashville Ice Breakers,204609819
3173762,Nashville Java Users' Group,204609819
6190702,Fun Happenings Social Group-Nashvilles Most Fun Social Group,204609819
6859622,Project Happiness: Nashville Shyness & Social Anxiety Group,204609819
10016242,NashJS,204609819
11625832,PyNash,204609819
14775182,Nashville Travel Meetup,204609819
16477792,Nashville .NET User Group,204609819
17213452,Nashville Travel Hackers,204609819
18286946,Dine and Unwind in East Nashville,204609819
18468466,Big East Fork Hiking & Breakfast Club,204609819
18494105,The Iron Yard - Nashville,204609819
18562307,Nashville Young Professionals Meetup,204609819
18567736,MHO Nashville Active Adventures,204609819
18714758,Nashville Socials and Events!,204609819
18955830,Eat Love Nash,204609819
19459402,East Nashville Social (For Millenials),204609819
19997487,Developer Launchpad Nashville,204609819
20135961,20s/30s Nashville Online Dating Rebellion!,204609819
20138675,Comfort zone Escapees,204609819
6707902,Data Science Nashville,209082365
7138452,"Nashville Conda, R, Julia Users Group",209082365
11625832,PyNash,209082365
18271914,KnoxData - a PyData group,209082365
18494105,The Iron Yard - Nashville,209082365
6707902,Data Science Nashville,224389047
7138452,"Nashville Conda, R, Julia Users Group",224389047
11625832,PyNash,224389047
21148651,Nash SQL,224389047
