,group1,group2,weight
1164,4126912,1576921,1
1165,4126912,204767,4
1166,4126912,22197221,2
1167,4126912,20197351,1
1168,4126912,526316,1
1169,4126912,8968172,1
1170,4126912,18256892,1
1171,4126912,18414590,1
1172,4126912,19654655,2
1173,19556549,710272,1
1174,19556549,12588802,1
1175,19556549,18562307,1
1176,19556549,18798102,3
1177,19556549,17487002,2
1178,19556549,252576,1
1179,19556549,788001,1
1180,19556549,19218850,1
1181,19556549,6641192,1
1182,19556549,1324203,3
1183,19556549,11938732,1
1184,19556549,405938,1
1185,19556549,1697586,1
1186,19556549,11294262,1
1187,19556549,6707902,1
1188,19556549,1772099,1
1189,19556549,14546632,1
1190,19556549,24584525,1
1191,19556549,24675279,1
1192,19556549,5282132,1
1193,19556549,19100119,1
1194,19556549,22197221,2
1195,19556549,26018023,1
1196,19556549,25587693,1
1197,19556549,2496252,1
1198,19904711,16487812,2
1199,19904711,19728145,1
1200,19904711,11862932,1
1201,19904711,1787157,1
1202,19904711,10016162,1
1203,19904711,17467312,1
1204,19904711,405938,1
1205,19904711,1526075,1
1206,19904711,9376702,1
1207,19904711,10178242,1
1208,19904711,14546632,1
1209,19904711,17872862,1
1210,19904711,22197221,1
1211,19904711,11625832,1
1212,19904711,22736876,1
1213,19904711,19828207,1
1214,227528,191516,1
1215,227528,4631582,1
1216,227528,1728035,1
1217,227528,6641192,1
1218,227528,18955830,4
1219,227528,18658376,1
1220,227528,13560402,1
1221,227528,929402,1
1222,227528,710272,2
1223,227528,541319,1
1224,227528,11375762,1
1225,227528,1776274,1
1226,227528,19713173,2
1227,227528,19847832,1
1228,227528,26040985,2
1229,227528,252576,1
1230,227528,19687074,1
1231,227528,20186791,1
1232,227528,7836842,1
1233,227528,1324203,2
1234,227528,19828398,3
1235,227528,21989057,1
1236,227528,18660552,1
1237,227528,16062152,1
1238,227528,4705492,2
1239,227528,21174496,2
1240,227528,25397992,1
1241,227528,18361585,1
1242,227528,18243826,3
1243,227528,1505523,1
1244,227528,18562307,3
1245,227528,18456837,1
1246,227528,19728145,6
1247,227528,1787157,1
1248,227528,19997487,1
1249,227528,8805172,1
1250,227528,20757821,1
1251,227528,20806988,1
1252,227528,7151442,1
1253,227528,5282132,1
1254,227528,19266390,1
1255,227528,1371991,2
1256,227528,18506072,7
1257,227528,18286946,1
1258,227528,19934054,1
1259,227528,11625832,1
1260,227528,1763190,1
1261,227528,18517376,1
1262,227528,1187715,6
1263,227528,1665418,1
1264,227528,14396812,1
1265,227528,6335372,1
1266,227528,19249559,3
1267,227528,18923420,1
1268,227528,18314669,1
1269,227528,18589616,1
1270,227528,18180033,1
1271,227528,22985677,1
1272,227528,7699922,1
1273,227528,19100119,1
1274,227528,1349592,1
1275,227528,20807142,3
1276,227528,22422502,1
1277,227528,526316,3
1278,227528,1642477,2
1279,227528,19828207,1
1280,227528,10016242,1
1281,227528,24693747,1
1282,227528,11776502,1
1283,18964683,18801828,1
1284,21043417,21715712,1
1285,21043417,18562307,2
1286,21043417,19728145,2
1287,21043417,19416348,2
1288,21043417,16954142,4
1289,21043417,18425641,2
1290,21043417,20181560,1
1291,21043417,7700282,4
1292,21043417,8908602,1
1293,21043417,19964997,2
1294,21043417,14380872,1
1295,21043417,19266390,2
1296,21043417,1371991,1
1297,21043417,18506072,1
1298,21043417,6190702,1
1299,21043417,18529135,1
1300,21043417,21245809,5
1301,21043417,1741429,1
1302,21043417,1492619,1
1303,21043417,19822479,1
1304,21043417,1776274,4
1305,21043417,252576,2
1306,21043417,3376042,2
1307,21043417,20336043,1
1308,21043417,18589616,1
1309,21043417,16067522,4
1310,21043417,1751502,1
1311,21043417,4705492,5
1312,21043417,1498076,2
1313,21043417,21747934,1
1314,21043417,21174496,1
1315,21043417,20807142,2
1316,21043417,22736876,3
1317,11077852,535553,1
1318,11077852,1102353,2
1319,11077852,21533726,1
1320,11077852,2556962,1
1321,11077852,1728035,1
1322,11077852,19528743,1
1323,11077852,22817838,2
1324,11077852,11294262,2
1325,11077852,18955830,4
1326,11077852,20181560,3
1327,11077852,339011,3
1328,11077852,1772099,1
1329,11077852,16607822,1
1330,11077852,13560402,1
1331,11077852,16477792,3
1332,11077852,23053409,1
1333,11077852,15552112,2
1334,11077852,7130232,3
1335,11077852,929402,2
1336,11077852,541319,6
1337,11077852,1492619,2
1338,11077852,6230672,2
1339,11077852,18795154,1
1340,11077852,19713173,5
1341,11077852,18494105,2
1342,11077852,17487002,1
1343,11077852,20493986,1
1344,11077852,18801828,1
1345,11077852,7836842,2
1346,11077852,6707902,2
1347,11077852,10178242,2
1348,11077852,20384452,1
1349,11077852,14546632,1
1350,11077852,14649032,2
1351,11077852,16062152,1
1352,11077852,4705492,2
1353,11077852,21747934,1
1354,11077852,21174496,2
1355,11077852,11184352,1
1356,11077852,8771812,1
1357,11077852,25681644,1
1358,11077852,18361585,3
1359,11077852,18243826,3
1360,11077852,1505523,2
1361,11077852,14566132,1
1362,11077852,15297782,3
1363,11077852,2496252,1
1364,11077852,1358081,2
1365,11077852,18562307,1
1366,11077852,18456837,1
1367,11077852,19728145,3
1368,11077852,19262745,10
1369,11077852,19416348,2
1370,11077852,21651228,1
1371,11077852,22643488,1
1372,11077852,1169709,1
1373,11077852,19997487,3
1374,11077852,1697586,1
1375,11077852,1360698,2
1376,11077852,1526075,2
1377,11077852,22585660,1
1378,11077852,1078077,1
1379,11077852,19108156,1
1380,11077852,20757821,1
1381,11077852,23040833,1
1382,11077852,1354051,1
1383,11077852,7151442,2
1384,11077852,5282132,3
1385,11077852,19266390,1
1386,11077852,1371991,2
1387,11077852,18506072,8
1388,11077852,18779992,1
1389,11077852,20377949,1
1390,11077852,18286946,1
1391,11077852,20129636,1
1392,11077852,11625832,1
1393,11077852,1786237,1
1394,11077852,3173762,1
1395,11077852,1187715,7
1396,11077852,16487812,4
1397,11077852,21755271,1
1398,11077852,21686664,1
1399,11077852,10426762,1
1400,11077852,14396812,2
1401,11077852,11862932,1
1402,11077852,19249559,1
1403,11077852,22730657,1
1404,11077852,19218850,1
1405,11077852,20336043,4
1406,11077852,23723436,2
1407,11077852,18589616,3
1408,11077852,17467312,1
1409,11077852,405938,1
1410,11077852,23112117,1
1411,11077852,18476981,1
1412,11077852,9376702,2
1413,11077852,18180033,1
1414,11077852,16067522,1
1415,11077852,25717708,1
1416,11077852,1751502,1
1417,11077852,6284242,1
1418,11077852,18616278,3
1419,11077852,1349592,1
1420,11077852,1622500,1
1421,11077852,22197221,3
1422,11077852,1642477,2
1423,11077852,19828207,1
1424,11077852,19094001,1
1425,11077852,10016242,2
1426,11077852,16548342,1
1427,11077852,47094,1
1428,11077852,18256892,1
1429,11077852,18414590,1
1430,11077852,19654655,1
1431,21747934,19262745,1
1432,21747934,22643488,1
1433,21747934,23053409,3
1434,21747934,22422502,1
1435,21747934,1505523,1
1436,21747934,22130047,1
1437,11184352,1358081,1
1438,11184352,16954142,1
1439,11184352,18850080,1
1440,11184352,25521445,2
1441,11184352,1274150,1
1442,11184352,11294262,1
1443,11184352,18677333,1
1444,11184352,19266390,1
1445,11184352,18506072,1
1446,11184352,16477792,1
1447,11184352,5618532,1
1448,11184352,19827046,1
1449,11184352,7130232,2
1450,11184352,929402,1
1451,11184352,23398017,1
1452,11184352,1776274,2
1453,11184352,11862932,1
1454,11184352,252576,1
1455,11184352,26090658,1
1456,11184352,21837219,1
1457,11184352,23594916,8
1458,11184352,18801828,1
1459,11184352,3376042,1
1460,11184352,20583850,1
1461,11184352,6707902,1
1462,11184352,9376702,1
1463,11184352,10178242,1
1464,11184352,14649032,1
1465,11184352,16062152,1
1466,11184352,14546632,1
1467,11184352,1498076,1
1468,11184352,10016242,2
1469,11184352,18243826,1
1470,21174496,2520612,5
1471,21174496,8548902,1
1472,21174496,18955830,24
1473,21174496,11294262,1
1474,21174496,20181560,7
1475,21174496,339011,5
1476,21174496,1772099,1
1477,21174496,19964997,3
1478,21174496,6190702,3
1479,21174496,24743042,1
1480,21174496,541319,2
1481,21174496,1492619,2
1482,21174496,1776274,2
1483,21174496,19713173,22
1484,21174496,19847832,1
1485,21174496,17487002,1
1486,21174496,252576,2
1487,21174496,20186791,2
1488,21174496,19828398,1
1489,21174496,4705492,6
1490,21174496,18629337,1
1491,21174496,18361585,1
1492,21174496,18243826,1
1493,21174496,6629622,1
1494,21174496,23456513,1
1495,21174496,1358081,1
1496,21174496,18562307,11
1497,21174496,12847372,1
1498,21174496,19728145,8
1499,21174496,19416348,1
1500,21174496,18425641,1
1501,21174496,7700282,1
1502,21174496,22585660,4
1503,21174496,1078077,1
1504,21174496,20757821,1
1505,21174496,19011903,1
1506,21174496,14380872,1
1507,21174496,1431882,1
1508,21174496,24584525,5
1509,21174496,5282132,2
1510,21174496,19266390,2
1511,21174496,1371991,2
1512,21174496,18506072,26
1513,21174496,18286946,1
1514,21174496,20129636,1
1515,21174496,19934054,1
1516,21174496,1763190,1
1517,21174496,1187715,6
1518,21174496,10426762,1
1519,21174496,25648018,2
1520,21174496,19249559,2
1521,21174496,20421535,1
1522,21174496,20583850,1
1523,21174496,20336043,8
1524,21174496,23723436,1
1525,21174496,18314669,1
1526,21174496,9376702,1
1527,21174496,16067522,8
1528,21174496,13635532,1
1529,21174496,1349592,1
1530,21174496,20836828,1
1531,21174496,22197221,7
1532,21174496,20807142,6
1533,21174496,526316,6
1534,21174496,1642477,1
1535,21174496,19828207,1
1536,21174496,18414590,1
1537,8771812,535553,2
1538,8771812,19194894,1
1539,8771812,1728035,2
1540,8771812,16321082,1
1541,8771812,16607822,2
1542,8771812,13560402,8
1543,8771812,16477792,25
1544,8771812,6190702,1
1545,8771812,7130232,2
1546,8771812,24906881,1
1547,8771812,23398017,1
1548,8771812,541319,1
1549,8771812,1776274,2
1550,8771812,7138452,2
1551,8771812,18494105,7
1552,8771812,7836842,3
1553,8771812,6707902,9
1554,8771812,10178242,4
1555,8771812,14546632,2
1556,8771812,14649032,2
1557,8771812,16062152,1
1558,8771812,18361585,3
1559,8771812,15297782,2
1560,8771812,1358081,2
1561,8771812,18456837,1
1562,8771812,18850080,1
1563,8771812,1169709,1
1564,8771812,19997487,2
1565,8771812,1360698,1
1566,8771812,1354051,1
1567,8771812,7151442,8
1568,8771812,20135762,1
1569,8771812,5282132,1
1570,8771812,18779992,2
1571,8771812,18506072,2
1572,8771812,5618532,3
1573,8771812,11625832,7
1574,8771812,3173762,1
1575,8771812,16487812,7
1576,8771812,1581956,1
1577,8771812,11862932,2
1578,8771812,10016162,9
1579,8771812,21837219,8
1580,8771812,19218850,2
1581,8771812,17467312,7
1582,8771812,18589616,3
1583,8771812,405938,1
1584,8771812,18314164,6
1585,8771812,9376702,2
1586,8771812,22985677,1
1587,8771812,18616278,5
1588,8771812,17872862,9
1589,8771812,14557662,1
1590,8771812,204767,1
1591,8771812,526316,1
1592,8771812,10016242,6
1593,8771812,19654655,3
1594,22132964,1492619,1
1595,22132964,16536012,1
1596,22132964,4705492,2
1597,22132964,19443174,1
1598,22132964,20336043,1
1599,22132964,18414590,1
1600,22132964,23394559,1
1601,19198182,21755271,1
1602,19198182,1751502,1
1603,19198182,17487002,1
1604,19198182,204767,1
1605,19198182,1728035,2
1606,19198182,1622500,1
1607,19198182,6190702,1
1608,25495782,6335372,1
1609,18266348,6190702,1
1610,18634990,12588802,1
1611,18634990,1187715,1
1612,18634990,18672773,1
1613,18634990,14396812,1
1614,18634990,6335372,1
1615,18634990,6230672,1
1616,18634990,19728145,1
1617,18634990,18665368,1
1618,18634990,18955830,2
1619,18634990,1360698,1
1620,18634990,1371991,1
1621,18634990,1349592,2
1622,18634990,19443174,1
1623,18634990,11625832,1
1624,18634990,1505523,1
1625,18634990,929402,1
1626,22808815,2305281,1
1627,22808815,18672773,1
1628,22808815,14396812,1
1629,22808815,19728145,1
1630,22808815,1274150,2
1631,22808815,20186791,1
1632,22808815,1324203,1
1633,22808815,23112117,1
1634,22808815,8540732,1
1635,22808815,1578685,1
1636,22808815,1772099,1
1637,22808815,1354051,1
1638,22808815,5282132,1
1639,22808815,20348898,1
1640,22808815,22197221,1
1641,22808815,1805550,1
1642,22808815,18529135,1
1643,22808815,15552112,1
1644,22808815,15297782,1
1645,18243826,2556962,2
1646,18243826,20583464,1
1647,18243826,22023226,1
1648,18243826,339011,15
1649,18243826,19049542,5
1650,18243826,18658376,1
1651,18243826,1457232,1
1652,18243826,18672773,1
1653,18243826,19713173,7
1654,18243826,19852452,1
1655,18243826,18801828,2
1656,18243826,1324203,1
1657,18243826,19680459,1
1658,18243826,4705492,1
1659,18243826,22920407,1
1660,18243826,18361585,1
1661,18243826,1505523,3
1662,18243826,22193397,1
1663,18243826,6629622,7
1664,18243826,25481468,1
1665,18243826,23394559,1
1666,18243826,1358081,2
1667,18243826,6928642,3
1668,18243826,981249,1
1669,18243826,22422793,1
1670,18243826,12847372,4
1671,18243826,19262745,1
1672,18243826,25521445,1
1673,18243826,1274150,1
1674,18243826,1169709,1
1675,18243826,528705,1
1676,18243826,1431882,1
1677,18243826,20806988,1
1678,18243826,5282132,2
1679,18243826,18506072,1
1680,18243826,20377949,2
1681,18243826,19827046,2
1682,18243826,24553853,1
1683,18243826,1786237,3
1684,18243826,21755271,1
1685,18243826,10426762,1
1686,18243826,14396812,1
1687,18243826,22485402,1
1688,18243826,20336043,2
1689,18243826,18953664,2
1690,18243826,18977219,1
1691,18243826,16536012,1
1692,18243826,1751502,4
1693,18243826,20836828,1
1694,18243826,1622500,3
1695,18243826,25327081,1
1696,18243826,19828207,1
1697,18243826,19094001,1
1698,18243826,1102353,1
1699,18243826,23816722,1
1700,18243826,788001,1
1701,18243826,6641192,1
1702,18243826,18955830,13
1703,18243826,20181560,2
1704,18243826,10000962,1
1705,18243826,1772099,4
1706,18243826,6190702,12
1707,18243826,15552112,1
1708,18243826,1741429,1
1709,18243826,929402,2
1710,18243826,710272,1
1711,18243826,18549379,1
1712,18243826,541319,3
1713,18243826,1492619,1
1714,18243826,6230672,2
1715,18243826,15770262,2
1716,18243826,19847832,1
1717,18243826,252576,2
1718,18243826,11131552,1
1719,18243826,19687074,2
1720,18243826,20186791,3
1721,18243826,18849449,1
1722,18243826,18549438,2
1723,18243826,20384452,1
1724,18243826,25681644,1
1725,18243826,2496252,1
1726,18243826,21715712,3
1727,18243826,18495240,2
1728,18243826,19728145,91
1729,18243826,26091301,1
1730,18243826,18471729,1
1731,18243826,7700282,1
1732,18243826,8908602,2
1733,18243826,1078077,2
1734,18243826,18996036,1
1735,18243826,19266390,1
1736,18243826,1371991,16
1737,18243826,20129636,1
1738,18243826,19934054,1
1739,18243826,1187715,16
1740,18243826,24803205,5
1741,18243826,6335372,1
1742,18243826,23674770,1
1743,18243826,22730657,1
1744,18243826,23594916,1
1745,18243826,18476981,2
1746,18243826,6284242,1
1747,18243826,1349592,3
1748,18243826,1576921,3
1749,18243826,20348898,1
1750,18243826,22197221,5
1751,18243826,22422502,1
1752,18243826,526316,2
1753,18243826,1642477,6
1754,18243826,24693747,1
1755,18243826,18256892,1
1756,18243826,18414590,1
1757,1505523,981249,1
1758,1505523,19728145,5
1759,1505523,25903892,1
1760,1505523,22643488,1
1761,1505523,1169709,1
1762,1505523,18955830,3
1763,1505523,4063542,1
1764,1505523,20181560,1
1765,1505523,1078077,1
1766,1505523,339011,2
1767,1505523,19049542,1
1768,1505523,1371991,5
1769,1505523,18506072,1
1770,1505523,23053409,1
1771,1505523,20822884,1
1772,1505523,6190702,2
1773,1505523,1786237,2
1774,1505523,1187715,4
1775,1505523,24803205,1
1776,1505523,1776274,1
1777,1505523,23674770,1
1778,1505523,19713173,1
1779,1505523,15770262,1
1780,1505523,18314669,1
1781,1505523,1405630,1
1782,1505523,25357512,1
1783,1505523,6284242,1
1784,1505523,7699922,1
1785,1505523,1349592,1
1786,1505523,1576921,2
1787,1505523,18882523,1
1788,1505523,18573279,1
1789,1505523,22197221,1
1790,1505523,19443174,1
1791,1505523,25681644,1
1792,1505523,1642477,7
1793,1505523,18602480,1
1794,1505523,24693747,1
1795,1505523,16548342,1
1796,1505523,2496252,1
1797,1505523,19654655,1
1798,6629622,18562307,1
1799,6629622,12847372,2
1800,6629622,19728145,8
1801,6629622,1728035,1
1802,6629622,25641512,2
1803,6629622,18955830,2
1804,6629622,7700282,1
1805,6629622,528705,1
1806,6629622,339011,5
1807,6629622,19049542,1
1808,6629622,5282132,1
1809,6629622,1371991,2
1810,6629622,18506072,1
1811,6629622,20377949,1
1812,6629622,19934054,1
1813,6629622,1763190,1
1814,6629622,1187715,3
1815,6629622,18549379,1
1816,6629622,541319,1
1817,6629622,10426762,1
1818,6629622,19713173,3
1819,6629622,19847832,1
1820,6629622,18923420,1
1821,6629622,20186791,1
1822,6629622,20336043,2
1823,6629622,18589616,1
1824,6629622,20384452,1
1825,6629622,1751502,1
1826,6629622,18944977,1
1827,6629622,4705492,2
1828,6629622,1576921,1
1829,6629622,20836828,1
1830,6629622,22197221,2
1831,6629622,19443174,1
1832,6629622,18361585,1
1833,6629622,18414590,2
1834,6629622,23394559,1
1835,25481468,6928642,1
1836,25481468,22197221,1
1837,25481468,19728145,1
1838,25481468,929402,1
1839,23394559,12847372,1
1840,23394559,1751502,1
1841,23394559,4705492,1
1842,23394559,1371991,1
1843,23394559,1349592,1
1844,23394559,19443174,1
1845,23394559,20336043,1
1846,23394559,18414590,1
1847,1358081,19194894,2
1848,1358081,2556962,1
1849,1358081,1728035,8
1850,1358081,11294262,2
1851,1358081,18955830,2
1852,1358081,22023226,2
1853,1358081,10000962,1
1854,1358081,339011,1
1855,1358081,19964997,3
1856,1358081,13560402,2
1857,1358081,21957723,2
1858,1358081,6190702,1
1859,1358081,1741429,2
1860,1358081,1292918,1
1861,1358081,7130232,1
1862,1358081,929402,1
1863,1358081,24906881,1
1864,1358081,23398017,1
1865,1358081,19033734,1
1866,1358081,541319,1
1867,1358081,1492619,6
1868,1358081,1776274,22
1869,1358081,7138452,1
1870,1358081,18494105,7
1871,1358081,252576,2
1872,1358081,18801828,5
1873,1358081,20041384,1
1874,1358081,7836842,4
1875,1358081,1324203,2
1876,1358081,19828398,1
1877,1358081,1307837,1
1878,1358081,18549438,1
1879,1358081,6707902,1
1880,1358081,21989057,2
1881,1358081,10178242,2
1882,1358081,16062152,1
1883,1358081,14546632,1
1884,1358081,14649032,1
1885,1358081,4705492,8
1886,1358081,18361585,1
1887,1358081,15297782,5
1888,1358081,18556157,1
1889,1358081,21715712,1
1890,1358081,18562307,2
1891,1358081,18456837,1
1892,1358081,19728145,1
1893,1358081,1787157,1
1894,1358081,19416348,3
1895,1358081,16954142,2
1896,1358081,1433893,2
1897,1358081,1274150,1
1898,1358081,25521445,1
1899,1358081,18425641,1
1900,1358081,19997487,1
1901,1358081,18471729,4
1902,1358081,8908602,1
1903,1358081,7700282,1
1904,1358081,19108156,3
1905,1358081,1078077,1
1906,1358081,528705,2
1907,1358081,1354051,1
1908,1358081,18996036,2
1909,1358081,11626822,2
1910,1358081,4268372,1
1911,1358081,19266390,5
1912,1358081,22021463,6
1913,1358081,1371991,1
1914,1358081,18506072,1
1915,1358081,18286946,1
1916,1358081,255854,1
1917,1358081,18529135,1
1918,1358081,1763190,1
1919,1358081,1187715,2
1920,1358081,16487812,2
1921,1358081,10426762,2
1922,1358081,6335372,1
1923,1358081,19822479,3
1924,1358081,13288852,1
1925,1358081,1743773,1
1926,1358081,19218850,1
1927,1358081,21837219,1
1928,1358081,10016162,1
1929,1358081,23594916,1
1930,1358081,3376042,3
1931,1358081,23723436,2
1932,1358081,18314669,1
1933,1358081,711599,2
1934,1358081,18589616,1
1935,1358081,18314164,1
1936,1358081,9376702,1
1937,1358081,16067522,2
1938,1358081,1751502,1
1939,1358081,18616278,3
1940,1358081,1349592,1
1941,1358081,1498076,1
1942,1358081,204767,5
1943,1358081,18573279,1
1944,1358081,1622500,1
1945,1358081,22197221,1
1946,1358081,19094001,3
1947,1358081,10016242,3
1948,1358081,19908083,1
1949,1358081,16548342,1
1950,1358081,18256892,3
1951,6928642,18456837,2
1952,6928642,18495240,1
1953,6928642,12847372,1
1954,6928642,998413,1
1955,6928642,19728145,2
1956,6928642,1102353,3
1957,6928642,19262745,1
1958,6928642,20583464,1
1959,6928642,22023226,1
1960,6928642,18592827,1
1961,6928642,1078077,1
1962,6928642,339011,2
1963,6928642,1665349,1
1964,6928642,1457232,1
1965,6928642,5282132,1
1966,6928642,1371991,3
1967,6928642,20129636,1
1968,6928642,19827046,1
1969,6928642,6190702,1
1970,6928642,15552112,1
1971,6928642,18468466,1
1972,6928642,1741429,1
1973,6928642,929402,7
1974,6928642,1473660,1
1975,6928642,18517376,2
1976,6928642,1187715,3
1977,6928642,18795154,1
1978,6928642,11862932,1
1979,6928642,17487002,1
1980,6928642,252576,1
1981,6928642,19218850,1
1982,6928642,18626981,1
1983,6928642,1324203,1
1984,6928642,1578685,3
1985,6928642,20384452,1
1986,6928642,6284242,1
1987,6928642,1642477,1
1988,6928642,5327862,1
1989,981249,710272,3
1990,981249,18562307,1
1991,981249,1187715,1
1992,981249,18672773,1
1993,981249,16487812,1
1994,981249,25117452,1
1995,981249,19728145,2
1996,981249,1102353,1
1997,981249,19348756,1
1998,981249,18798102,1
1999,981249,17487002,1
2000,981249,788001,2
2001,981249,2556962,1
2002,981249,2496252,2
2003,981249,6641192,1
2004,981249,1324203,3
2005,981249,18955830,1
2006,981249,19049542,1
2007,981249,13560402,1
2008,981249,5282132,1
2009,981249,1371991,1
2010,981249,1349592,1
2011,981249,6190702,1
2012,981249,18529135,1
2013,981249,11776502,1
2014,981249,18256892,2
2015,981249,18414590,1
2016,18456837,19728145,1
2017,18456837,1102353,1
2018,18456837,4631582,1
2019,18456837,1728035,2
2020,18456837,1169709,1
2021,18456837,1526075,1
2022,18456837,339011,1
2023,18456837,16607822,1
2024,18456837,13560402,1
2025,18456837,5282132,1
2026,18456837,18506072,1
2027,18456837,6190702,1
2028,18456837,1741429,1
2029,18456837,1763190,1
2030,18456837,18517376,1
2031,18456837,3173762,1
2032,18456837,1187715,3
2033,18456837,1240194,1
2034,18456837,541319,1
2035,18456837,1776274,1
2036,18456837,19713173,1
2037,18456837,18494105,1
2038,18456837,19218850,1
2039,18456837,21837219,1
2040,18456837,7836842,2
2041,18456837,13532852,1
2042,18456837,18180033,2
2043,18456837,16062152,1
2044,18456837,15297782,1
2045,18456837,16548342,1
2046,18456837,19654655,1
2047,12847372,18495240,4
2048,12847372,19728145,4
2049,12847372,1102353,1
2050,12847372,18955830,2
2051,12847372,1078077,1
2052,12847372,528705,1
2053,12847372,339011,5
2054,12847372,19049542,1
2055,12847372,1431882,8
2056,12847372,20377949,1
2057,12847372,23053409,1
2058,12847372,19934054,1
2059,12847372,6190702,1
2060,12847372,929402,2
2061,12847372,1187715,3
2062,12847372,24803205,1
2063,12847372,19713173,1
2064,12847372,19847832,1
2065,12847372,20186791,1
2066,12847372,20384452,1
2067,12847372,16536012,1
2068,12847372,1349592,2
2069,12847372,1576921,2
2070,12847372,20836828,1
2071,12847372,23515107,1
2072,12847372,22197221,2
2073,12847372,18361585,1
2074,12847372,16548342,1
2075,18850080,535553,10
2076,18850080,19194894,2
2077,18850080,21533726,1
2078,18850080,1728035,1
2079,18850080,22817838,5
2080,18850080,19997487,7
2081,18850080,18955830,1
2082,18850080,1360698,5
2083,18850080,18767675,1
2084,18850080,1526075,1
2085,18850080,16607822,3
2086,18850080,23353167,1
2087,18850080,1457232,1
2088,18850080,7151442,4
2089,18850080,18779992,5
2090,18850080,18506072,1
2091,18850080,16477792,13
2092,18850080,5618532,3
2093,18850080,11625832,20
2094,18850080,16877932,1
2095,18850080,7130232,24
2096,18850080,3173762,2
2097,18850080,16487812,21
2098,18850080,6335372,1
2099,18850080,1776274,4
2100,18850080,19249559,1
2101,18850080,18494105,8
2102,18850080,10016162,1
2103,18850080,21837219,11
2104,18850080,23594916,2
2105,18850080,19218850,1
2106,18850080,7836842,15
2107,18850080,19828398,1
2108,18850080,17467312,5
2109,18850080,18589616,1
2110,18850080,18314164,3
2111,18850080,16447162,12
2112,18850080,6707902,6
2113,18850080,9376702,4
2114,18850080,10178242,18
2115,18850080,14546632,4
2116,18850080,16062152,2
2117,18850080,14649032,2
2118,18850080,18616278,12
2119,18850080,17872862,2
2120,18850080,24125934,1
2121,18850080,10016242,66
2122,18850080,15297782,4
2123,18850080,16548342,1
2124,18850080,19654655,2
2125,1433893,3173762,1
2126,1433893,1776274,2
2127,1433893,1787157,1
2128,1433893,1743773,1
2129,1433893,1728035,2
2130,1433893,711599,1
2131,1433893,17467312,1
2132,1433893,18471729,1
2133,1433893,6707902,1
2134,1433893,10178242,1
2135,1433893,18996036,1
2136,1433893,11626822,1
2137,1433893,14546632,1
2138,1433893,4268372,1
2139,1433893,16477792,1
2140,1433893,10016242,1
2141,1274150,710272,1
2142,1274150,18672773,1
2143,1274150,14396812,1
2144,1274150,19728145,1
2145,1274150,18801828,1
2146,1274150,23594916,1
2147,1274150,25521445,1
2148,1274150,20186791,1
2149,1274150,1324203,3
2150,1274150,23112117,1
2151,1274150,7700282,1
2152,1274150,8540732,1
2153,1274150,1578685,1
2154,1274150,339011,1
2155,1274150,1354051,1
2156,1274150,14649032,1
2157,1274150,1457232,1
2158,1274150,19266390,1
2159,1274150,20348898,1
2160,1274150,22197221,1
2161,1274150,22422502,1
2162,1274150,1805550,1
2163,1274150,15552112,1
2164,1274150,22130047,1
2165,1169709,18495240,1
2166,1169709,1728035,1
2167,1169709,18955830,1
2168,1169709,20181560,1
2169,1169709,22023226,1
2170,1169709,19108156,1
2171,1169709,1078077,1
2172,1169709,10000962,1
2173,1169709,16607822,1
2174,1169709,7151442,1
2175,1169709,5282132,1
2176,1169709,1371991,1
2177,1169709,18506072,3
2178,1169709,19030621,1
2179,1169709,16477792,1
2180,1169709,11625832,1
2181,1169709,15552112,1
2182,1169709,1786237,1
2183,1169709,1187715,1
2184,1169709,541319,2
2185,1169709,19218850,1
2186,1169709,21837219,1
2187,1169709,18801828,1
2188,1169709,7836842,3
2189,1169709,1324203,1
2190,1169709,6707902,1
2191,1169709,21989057,1
2192,1169709,18977219,1
2193,1169709,14649032,2
2194,1169709,16062152,1
2195,1169709,6284242,1
2196,1169709,19100119,1
2197,1169709,18629337,1
2198,1169709,17872862,1
2199,1169709,1642477,1
2200,1169709,18361585,1
2201,1169709,15297782,1
2202,1169709,19654655,1
2203,18729267,11294262,1
2204,4063542,21715712,3
2205,4063542,18562307,2
2206,4063542,22422793,1
2207,4063542,10426762,4
2208,4063542,1492619,1
2209,4063542,19728145,1
2210,4063542,15770262,1
2211,4063542,18414491,1
2212,4063542,23499806,1
2213,4063542,16954142,1
2214,4063542,20186791,1
2215,4063542,18425641,2
2216,4063542,8908602,2
2217,4063542,19011903,1
2218,4063542,19964997,1
2219,4063542,1751502,3
2220,4063542,19266390,3
2221,4063542,1498076,1
2222,4063542,1622500,1
2223,4063542,19443174,1
2224,4063542,6190702,1
2225,4063542,18529135,1
2226,4063542,18602480,1
2227,4063542,1741429,2
2228,4063542,22993273,1
2229,4063542,18414590,1
2230,1526075,535553,1
2231,1526075,19728145,2
2232,1526075,1102353,1
2233,1526075,20402980,1
2234,1526075,19997487,1
2235,1526075,1360698,1
2236,1526075,19266390,1
2237,1526075,18506072,2
2238,1526075,23053409,1
2239,1526075,11625832,2
2240,1526075,15552112,1
2241,1526075,1763190,1
2242,1526075,7130232,1
2243,1526075,11862932,1
2244,1526075,21837219,1
2245,1526075,17467312,1
2246,1526075,18314164,1
2247,1526075,18476981,1
2248,1526075,16447162,2
2249,1526075,9376702,1
2250,1526075,6707902,1
2251,1526075,10178242,1
2252,1526075,14649032,1
